"Record ID","Repeat Instrument","Repeat Instance","Historic Data","Date Record Entered:","Type of Climb","Date of Climb","Name of Climb:","Grade of Climb (YDS):","Grade of Climb (YDS):","Grade of Climb (Fr):","Grade of Climb (Fr):","Grade of Climb (V Scale):","Grade of Climb (V Scale):","Difficulty Calc","Type of Protection:","Type of Ascent:","Type of Ascent:",Repeat?,"Second Go?",Followed?,"Pink Point?","Notes about the Climb","Climbing Area:","Wall/Boulder Within Area:",Latitude,Longitude,Complete?,"Upload Picture","Picture Notes:",Complete?
438,,,Yes,2018-10-03,Route,2016-02-07,"Helping Hands",5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Kings Bluff","Kings Bluff West",,,Complete,,,
439,,,Yes,2018-10-03,Route,2016-02-07,"The Saga Continues",5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,"Kings Bluff","Kings Bluff West",,,Complete,,,
440,,,Yes,2018-10-03,Route,2016-05-21,"Cranial Implosion",5.12a,5.12a,,,,,17,Sport,Flash,,,,,,,"Jackson Falls","Hidden Peaks",,,Complete,,,
441,,,Yes,2018-10-03,Route,2016-09-25,"Spiderman Variation",5.7,5.7,,,,,6,Trad,"Red Point",,,,,,"Only climbed Pitch 1","Smith Rocks","Spiderman Buttress",,,Complete,,,
442,,,Yes,2018-10-03,Route,2016-09-25,"Squashed Spider",5.7,5.7,,,,,6,Sport,Onsight,,,,,, ,"Smith Rocks","Spiderman Buttress",,,Complete,,,
443,,,Yes,2018-10-03,Route,2016-09-25,"Scary Llamas",5.8,5.8,,,,,7,Sport,Flash,,,,,, ,"Smith Rocks","Phoenix Buttress",,,Complete,,,
444,,,Yes,2018-10-03,Route,2016-09-25,"Five Gallon Buckets",5.8,5.8,,,,,7,Sport,Onsight,,,,,, ,"Smith Rocks","Zebra Area",,,Complete,,,
445,,,Yes,2018-10-03,Route,2016-09-25,"High Sage",5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,"Smith Rocks","Follies of Youth Block",,,Complete,,,
446,,,Yes,2018-10-03,Route,2016-09-25,"Youthful Indiscretion",5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,"Smith Rocks","Follies of Youth Block",,,Complete,,,
447,,,Yes,2018-10-03,Route,2016-09-25,"Jim Treviso Memorial Route",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,, ,"Smith Rocks","Phoenix Buttress",,,Complete,,,
448,,,Yes,2018-10-03,Route,2016-09-26,"Double Trouble",5.10b,5.10b,,,,,10,Sport,Flash,,,,,, ,"Smith Rocks","Combination Blocks Area",,,Complete,,,
449,,,Yes,2018-10-03,Route,2016-09-26,"Wherever I May Roam",5.9,5.9,,,,,8,Sport,Onsight,,,,,,"Swapped leads with Mitch M., I led pitches 2 and 4","Smith Rocks","Smith Rock Group",,,Complete,,,
450,,,Yes,2018-10-03,Route,2016-09-26,Blasphemy,5.11a,5.11a,,,,,13,Sport,Flash,,,,,,,"Smith Rocks","The Testament Slab Area",,,Complete,,,
451,,,Yes,2018-10-03,Route,2016-09-27,"Let's Face It",5.10b,5.10b,,,,,10,Sport,Flash,,,,,, ,"Smith Rocks","Red Wall",,,Complete,,,
452,,,Yes,2018-10-03,Route,2016-09-27,"Breakdown in Paradise",5.10b,5.10b,,,,,10,Sport,Flash,,,,,, ,"Smith Rocks","Red Wall",,,Complete,,,
453,,,Yes,2018-10-03,Route,2016-09-27,"Benedictine Punk",5.7,5.7,,,,,6,Sport,Flash,,,,,, ,"Smith Rocks","Christian Brothers - West Face",,,Complete,,,
454,,,Yes,2018-10-03,Route,2016-09-27,"Screaming Yellow Zonkers",5.10b,5.10b,,,,,10,Sport,Flash,,,,,, ,"Smith Rocks","Mesa Verde Wall",,,Complete,,,
455,,,Yes,2018-10-03,Route,2016-09-27,"Chouinard's Crack",5.9,5.9,,,,,8,,"Top Rope",,,,,, ,"Smith Rocks","Red Wall",,,Complete,,,
456,,,Yes,2018-10-03,Route,2016-09-27,"Innocent Victim",5.10b,5.10b,,,,,10,Sport,Flash,,,,,, ,"Smith Rocks","Christian Brothers - West Face",,,Complete,,,
457,,,Yes,2018-10-03,Route,2016-09-27,Cosmos,5.10a,5.10a,,,,,9,Sport,Flash,,,,,, ,"Smith Rocks","Mesa Verde Wall",,,Complete,,,
458,,,Yes,2018-10-03,Route,2016-09-29,"Bits and Pieces start",5.5,5.5,,,,,4,Sport,Flash,,,,,, ,"Smith Rocks","Smith Rock Group",,,Complete,,,
459,,,Yes,2018-10-03,Route,2016-09-29,"Butterknife Arete",5.10c,5.10c,,,,,11,Sport,Flash,,,,,, ,"Smith Rocks","Cod Rock",,,Complete,,,
460,,,Yes,2018-10-03,Route,2016-09-29,"Amelia Dearheart",5.7,5.7,,,,,6,Sport,Flash,,,,,, ,"Smith Rocks","Waterfall Slab",,,Complete,,,
461,,,Yes,2018-10-03,Route,2016-09-29,Stained,5.9,5.9,,,,,8,Sport,Flash,,,,,, ,"Smith Rocks","Smith Rock Group",,,Complete,,,
462,,,Yes,2018-10-03,Route,2016-09-29,"Sunset Slab",5.9,5.9,,,,,8,Sport,Flash,,,,,, ,"Smith Rocks","Cod Rock",,,Complete,,,
463,,,Yes,2018-10-03,Route,2016-09-29,9999,5.6,5.6,,,,,5,Sport,Flash,,,,,, ,"Smith Rocks","Waterfall Slab",,,Complete,,,
464,,,Yes,2018-10-03,Route,2016-09-30,"Lichen It",5.8,5.8,,,,,7,Sport,Flash,,,,,, ,"Smith Rocks","The Dihedrals",,,Complete,,,
465,,,Yes,2018-10-03,Route,2016-09-30,"Hop on Pop",5.8,5.8,,,,,7,Sport,Flash,,,,,, ,"Smith Rocks","The Peanut",,,Complete,,,
466,,,Yes,2018-10-03,Route,2016-09-30,"Peanut Brittle",5.8,5.8,,,,,7,Sport,Onsight,,,,,, ,"Smith Rocks","The Peanut",,,Complete,,,
467,,,Yes,2018-10-03,Route,2016-09-30,"Light on the Path",5.10a,5.10a,,,,,9,Sport,Flash,,,,,, ,"Smith Rocks","Zebra Area",,,Complete,,,
468,,,Yes,2018-10-03,Route,2016-09-30,"Easy Reader",5.6,5.6,,,,,5,Sport,Onsight,,,,,, ,"Smith Rocks","The Dihedrals",,,Complete,,,
469,,,Yes,2018-10-03,Route,2016-09-30,"The Outsiders",5.9,5.9,,,,,8,Sport,Flash,,,,,, ,"Smith Rocks","Zebra Area",,,Complete,,,
470,,,Yes,2018-10-03,Route,2016-09-30,"Pop Goes the Nubbin",5.10a,5.10a,,,,,9,Sport,Flash,,,,,,,"Smith Rocks","The Peanut",,,Complete,,,
471,,,Yes,2018-10-03,Route,2016-11-19,Cornerstone,5.12c,5.12c,,,,,19,Sport,"Red Point",,,,,,,Obed,"Little Clear",,,Complete,,,
472,,,Yes,2018-10-03,Route,2016-11-20,Solstice,5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,Obed,"South Clear",,,Complete,,,
473,,,Yes,2018-10-03,Route,2016-11-24,"La Familia",5.12c,5.12c,,,,,19,Sport,"Red Point",,,"Second Go",,,,Obed,"Lilly Bluff",,,Complete,,,
474,,,Yes,2018-10-03,Route,2017-04-02,Namaste,5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,Zion,"Kolob Canyon",,,Complete,,,
475,,,Yes,2018-10-03,Route,2017-06-25,Pillsbury,5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Foster Falls","The Dihedrals",,,Complete,,,
476,,,Yes,2018-10-03,Route,2017-09-02,"Detox Mountain",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Hidden Peaks",,,Complete,,,
477,,,Yes,2018-10-03,Route,2017-09-02,"Lovely Arete",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
478,,,Yes,2018-10-03,Route,2017-09-03,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
479,,,Yes,2018-10-03,Route,2017-09-03,"Wild at Heart",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Railroad Rock",,,Complete,,,
480,,,Yes,2018-10-03,Route,2017-09-05,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
481,,,Yes,2018-10-03,Route,2017-10-01,"The Saint of Auschwitz",5.11c,5.11c,,,,,15,Sport,Flash,,,,,,"A0 At bottom",Obed,"Little Clear",,,Complete,,,
482,,,Yes,2018-10-03,Route,2018-03-03,"Ticket to Ride",5.7,5.7,,,,,6,Sport,Flash,,,,,, ,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
483,,,Yes,2018-10-03,Route,2018-03-03,Geometrics,5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
484,,,Yes,2018-10-03,Route,2018-03-03,"Swamp Hog",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
485,,,Yes,2018-10-03,Route,2018-03-03,"Know Your Grammar",5.6,5.6,,,,,5,Sport,Onsight,,,,,, ,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
486,,,Yes,2018-10-03,Route,2018-03-03,"Alto Chili Bowl",5.6,5.6,,,,,5,Sport,Flash,,,,,, ,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
487,,,Yes,2018-10-03,Route,2018-03-03,"Sprecher Brew Co",5.6,5.6,,,,,5,Sport,Flash,,,,,, ,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
488,,,Yes,2018-10-03,Route,2018-03-03,"Phillip's Route",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
489,,,Yes,2018-10-03,Route,2018-03-03,"Flying Pig",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Quetil Trail Bluff","Red Bud Meadow",,,Complete,,,
490,,,Yes,2018-10-03,Route,2018-03-03,"The Cradler",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
491,,,Yes,2018-10-03,Route,2018-03-03,"Stop Pass",5.8,5.8,,,,,7,Sport,Flash,,,,,, ,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
492,,,Yes,2018-10-03,Route,2018-03-03,Rendleman's,5.10a,5.10a,,,,,9,Sport,Flash,,,,,, ,"Quetil Trail Bluff","Bluff Trail",,,Complete,,,
493,,,Yes,2018-10-03,Route,2018-03-07,"Ma Barker",5.7,5.7,,,,,6,Sport,Onsight,,,,,, ,"Shelf Road","Bank Rob Buttress",,,Complete,,,
494,,,Yes,2018-10-03,Route,2018-03-07,"Purple Reign",5.6,5.6,,,,,5,Sport,Onsight,,,,,, ,"Shelf Road","Bank Rob Buttress",,,Complete,,,
495,,,Yes,2018-10-03,Route,2018-03-07,"Pretty Boy Floyd",5.7,5.7,,,,,6,Sport,Onsight,,,,,, ,"Shelf Road","Bank Rob Buttress",,,Complete,,,
496,,,Yes,2018-10-03,Route,2018-03-09,Ragnar,5.6,5.6,,,,,5,Sport,Onsight,,,,,, ,"Shelf Road","Bank Rob Buttress",,,Complete,,,
497,,,Yes,2018-10-03,Route,2018-03-09,Harry,5.11a,5.11a,,,,,13,Sport,"Red Point",,,"Second Go",,,,"Shelf Road","Piggy Bank West",,,Complete,,,
498,,,Yes,2018-10-03,Route,2018-03-09,"Scramblin' Fran",5.5,5.5,,,,,4,Sport,Onsight,,,,,, ,"Shelf Road","Bank Rob Buttress",,,Complete,,,
499,,,Yes,2018-10-03,Route,2018-03-09,"Purple Packer Smacker",5.7,5.7,,,,,6,Sport,Onsight,,,,,, ,"Shelf Road","Bank Rob Buttress",,,Complete,,,
500,,,Yes,2018-10-03,Route,2018-03-09,"The Apple Cracks",5.7,5.7,,,,,6,Sport,Onsight,,,,,,,"Shelf Road","Piggy Bank East",,,Complete,,,
501,,,Yes,2018-10-03,Route,2018-08-04,"Who Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
502,,,Yes,2018-10-03,Route,2018-08-04,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
503,,,Yes,2018-10-03,Route,2018-09-28,"Cheerio Bowl",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Pricker Peak",,,Complete,,,
504,,,Yes,2018-10-03,Route,2018-09-28,"Kill Bill",5.10b,5.10b,,,,,10,Sport,Flash,,,,,,,"Jackson Falls","The Ranch",,,Complete,,,
505,,,Yes,2018-10-03,Route,2018-09-28,"Stubborn Swede",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Monument",,,Complete,,,
506,,,Yes,2018-10-03,Route,2018-09-28,"Cowboys and Cross Dressers",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Ranch",,,Complete,,,
507,,,Yes,2018-10-03,Route,2018-09-28,"Lasso the Vulture",5.11a,5.11a,,,,,13,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Ranch",,,Complete,,,
508,,,Yes,2018-10-03,Route,2018-09-29,"Mod Squad",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
509,,,Yes,2018-10-03,Route,2018-09-29,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Gallery",,,Complete,,,
510,,,Yes,2018-10-03,Route,2018-09-29,"Who Let the Snakes Out",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
511,,,Yes,2018-10-03,Route,2018-09-29,"Here Come the Snakes",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Snakes Roof",,,Complete,,,
512,,,Yes,2018-10-03,Route,2018-09-29,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
513,,,Yes,2018-10-03,Route,2018-09-29,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
514,,,Yes,2018-10-03,Route,2018-09-29,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
515,,,Yes,2018-10-03,Route,2018-09-30,"Stubborn Swede",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Monument",,,Complete,,,
516,,,Yes,2018-10-03,Route,2018-09-30,"Brief Respite",5.8,5.8,,,,,7,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Ranch",,,Complete,,,
517,,,Yes,2018-10-03,Route,2018-09-30,"Gully Gee Whiz",5.10b,5.10b,,,,,10,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Belleville Wall",,,Complete,,,
518,,,,2018-10-13,Route,2018-10-13,"Ridin' Cowgirls",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,,,"Jackson Falls","Extinguisher Wall",37.5073415,-88.6857351,Complete,,,
518,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
518,Pics,2,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
519,,,,2018-10-13,Route,2018-10-13,Extinguisher,5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"Jackson Falls","Extinguisher Wall",37.5071749,-88.6858928,Complete,,,
519,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
519,Pics,2,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
519,Pics,3,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
520,,,,2018-10-13,Route,2018-10-13,"King Snake",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
520,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
521,,,,2018-10-13,Route,2018-10-13,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,"3 times today","Jackson Falls","The Gallery",,,Complete,,,
522,,,,2018-10-20,Route,2018-10-20,"King Snake",5.12d,5.12d,,,,,20,Sport,"Red Point",,,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
523,,,,2018-10-21,Route,2018-10-21,"Eminent Domain",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
524,,,,2018-10-21,Route,2018-10-21,"The Sophomore",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
525,,,,2018-10-29,Route,2018-10-29,"Brother Stair",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"Red River Gorge","Left Flank",37.8171429,-83.6641541,Complete,,,
525,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
526,,,,2018-10-29,Route,2018-10-29,"Mr. Bungle",5.8,5.8,,,,,7,Sport,Flash,,,,,,"Guide book has 5.8+","Red River Gorge","Left Flank",37.8171851,-83.6647313,Complete,,,
526,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
527,,,,2018-10-29,Route,2018-10-29,"To Defy the Laws of Tradition",5.10a,5.10a,,,,,9,Sport,Flash,,,,,,,"Red River Gorge","Left Flank",37.8178005,-83.6646984,Complete,,,
528,,,,2018-10-29,Route,2018-10-29,"Too Many Puppies",5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Red River Gorge","Left Flank",37.8178005,-83.6646984,Complete,,,
529,,,,2018-10-29,Route,2018-10-29,Maypop,5.11a,5.11a,,,,,13,Sport,Flash,,,,,,,"Red River Gorge","Left Flank",37.8171421,-83.6644007,Complete,,,
530,,,,2018-10-29,Route,2018-10-29,Hen-ry!,5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,"2 times this day","Red River Gorge","Left Flank",37.8167448,-83.6635202,Complete,,,
531,,,,2018-10-30,Route,2018-10-30,"Rock Wars",5.10a,5.10a,,,,,9,Trad,Onsight,,,,,,,"Red River Gorge","Long Wall",37.8473651,-83.6693219,Complete,,,
531,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
532,,,,2018-10-30,Route,2018-10-30,Autumn,5.9,5.9,,,,,8,Trad,Flash,,,,,"Pink Point",,"Red River Gorge","Long Wall",37.8474268,-83.6695727,Complete,,,
533,,,,2018-10-30,Route,2018-10-30,"Souders Crack",5.11d,5.11d,,,,,16,Trad,"Hang/Attempted - No Send",,,,,,"Tried on top rope after rock wars","Red River Gorge","Long Wall",37.847399,-83.6695585,Complete,,,
534,,,,2018-10-30,Route,2018-10-30,Gladulator,5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Red River Gorge","Long Wall",37.8490779,-83.6651481,Complete,,,
534,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
535,,,,2018-10-30,Route,2018-10-30,"Rock Caddie",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Red River Gorge","Long Wall",37.7995063,-83.6941162,Complete,,,
536,,,,2018-10-30,Route,2018-10-30,Moonbeam,5.9,5.9,,,,,8,Sport,Flash,,,,,,,"Red River Gorge","Military Wall",,,Complete,,,
537,,,,2018-10-30,Route,2018-10-30,"In the Light",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Red River Gorge","Military Wall",,,Complete,,,
538,,,,2018-10-31,Route,2018-10-31,"Banana Split",5.8,5.8,,,,,7,Sport,Flash,,,,,,,"Red River Gorge","Miller Fork, Fruit Wall",37.679875,-83.6794022,Complete,,,
539,,,,2018-10-31,Route,2018-10-31,"Poppin Cherries",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Red River Gorge","Miller Fork, Fruit Wall",37.679875,-83.6794022,Complete,,,
540,,,,2018-10-31,Route,2018-10-31,"JewJew Fruit",5.10c,5.10c,,,,,11,Sport,Flash,,,,,,,"Red River Gorge","Miller Fork, Fruit Wall",37.6445113,-83.6792766,Complete,,,
540,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
541,,,,2018-10-31,Route,2018-10-31,"Witness the Citrus",5.11c,5.11c,,,,,15,Sport,Flash,,,,,,,"Red River Gorge","Miller Fork, Fruit Wall",37.6455671,-83.6789789,Complete,,,
541,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
541,Pics,2,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
542,,,,2018-10-31,Route,2018-10-31,"Weird Science",5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Red River Gorge","Miller Fork, Laboratory",37.679875,-83.6794022,Complete,,,
543,,,,2018-11-01,Route,2018-11-01,"Creature Feature",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"Red River Gorge",Phantasia,37.8451918,-83.6431208,Complete,,,
544,,,,2018-11-01,Route,2018-11-01,"Creep Show",5.10d,5.10d,,,,,12,Sport,"Red Point",,Repeat,,,,"Probably did this one before today","Red River Gorge",Phantasia,37.8450124,-83.6439216,Complete,,,
545,,,,2018-11-01,Route,2018-11-01,Twinkie,5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,Followed,,,"Red River Gorge",Phantasia,37.8455935,-83.6436651,Complete,,,
545,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
546,,,,2018-11-02,Route,2018-11-02,"Pinkies Extended",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, Volunteer Wall",37.6542705,-83.7165962,Complete,,,
547,,,,2018-11-02,Route,2018-11-02,Hurt,5.10c,5.10c,,,,,11,Sport,Flash,,,,,,,"Red River Gorge","PMRP, Volunteer Wall",37.6542866,-83.7164976,Complete,,,
548,,,,2018-11-02,Route,2018-11-02,"Darwin Loves You",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"Red River Gorge","PMRP, Volunteer Wall",37.679875,-83.6794022,Complete,,,
549,,,,2018-11-02,Route,2018-11-02,"Johnny on Roofies",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, Volunteer Wall",37.679875,-83.6794022,Complete,,,
550,,,,2018-11-02,Route,2018-11-02,Donor,5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, Volunteer Wall",37.6242639,-83.7599376,Complete,,,
550,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
551,,,,2018-11-02,Route,2018-11-02,"Normalized Bramapithecus",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, Volunteer Wall",37.6845559,-83.6788881,Complete,,,
551,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
552,,,,2018-11-02,Route,2018-11-02,"First Time",5.8,5.8,,,,,7,Sport,Onsight,,,,,,"8+ according to guide book","Red River Gorge","PMRP, Volunteer Wall",37.6580219,-83.6905175,Complete,,,
553,,,,2018-11-02,Route,2018-11-02,Generosity,5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, Volunteer Wall",37.6845559,-83.6788881,Complete,,,
553,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
554,,,,2018-11-02,Route,2018-11-02,"Labor Day Weekend",5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Red River Gorge","Volunteer Wall",37.6242639,-83.7599376,Complete,,,
555,,,,2018-11-17,Route,2018-11-17,"Double Feature",5.10c,5.10c,,,,,11,Sport,"Hang/Attempted - No Send",,,,,,,"The Obed","South Clear",36.0936405,-84.6988533,Complete,,,
556,,,,2018-11-17,Route,2018-11-17,Alchemy,5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,"I think I've never done this before...","The Obed","South Clear",36.0936405,-84.6988533,Complete,,,
557,,,,2018-11-17,Route,2018-11-17,"General Admission",5.11a,5.11a,,,,,13,Sport,Flash,,,,,,"Ellie's first 11 lead, onsight no less!","The Obed","South Clear",36.0939894,-84.6990434,Complete,,,
558,,,,2018-11-17,Route,2018-11-17,"Addiction to Friction",5.12d,5.12d,,,,,20,Sport,"Hang/Attempted - No Send",,,,,,"Got all the moves :)","The Obed","South Clear",,,Complete,,,
559,,,,2018-11-18,Route,2018-11-17,Rage,5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,,,,,"Fell turning the corner at the end of the main roof","The Obed","South Clear",,,Complete,,,
560,,,,2018-11-18,Route,2018-11-18,"Super Ego",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,"Pretty sure it's a repeat...","The Obed","South Clear",36.2686322,-84.6674706,Complete,,,
561,,,,2018-11-18,Route,2018-11-18,"Flight of the Ego",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,"Ellie and Akshay are my favorites.","The Obed","South Clear",36.0931053,-84.7011803,Complete,,,
562,,,,2018-11-18,Route,2018-11-18,Prophet,5.11b,5.11b,,,,,14,Sport,"Red Point",,Repeat,,,,"Probably a repeat","The Obed","South Clear",36.1995565,-84.6615082,Complete,,,
563,,,,2018-11-18,Route,2018-11-18,Deathblow,5.11b,5.11b,,,,,14,Sport,"Red Point",,Repeat,,,,"Probably a repeat","The Obed","South Clear",36.2686322,-84.6674706,Complete,,,
564,,,,2018-11-18,Route,2018-11-18,Shadowhawk,5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,"Probably a repeat","The Obed","South Clear",36.2686322,-84.6674706,Complete,,,
565,,,,2018-12-29,Route,2018-12-29,"Stray Dog",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,"Might have been off route on the bottom, used the chimney","Jackson Falls","Applejack Wall",37.5067866,-88.6851412,Complete,,,
566,,,,2018-12-29,Route,2018-12-29,"Group Therapy",5.10c,5.10c,,,,,11,Sport,"Red Point",,Repeat,,,,"3 times, warm up, cold day!","Jackson Falls","The Gallery",37.5067866,-88.6851412,Complete,,,
567,,,,2018-12-29,Route,2018-12-29,"Spits or Swallows",5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"Jackson Falls","Beaver Wall",37.5047441,-88.6895518,Complete,,,
567,Pics,1,,,,,,,,,,,,,,,,,,,,,,,,,,[document],,Complete
568,,,,2018-12-30,Route,2018-12-30,"Stubborn Swede",5.7,5.7,,,,,6,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Monument",,,Complete,,,
569,,,,2018-12-30,Route,2018-12-30,"Cheerio Bowl",5.10a,5.10a,,,,,9,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Hidden Peak",,,Complete,,,
570,,,,2018-12-30,Route,2018-12-30,"Dances with Sharks",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Jackson Falls","Town Square",37.5008956,-88.688543,Complete,,,
571,,,,2018-12-30,Route,2018-12-30,"Katie Did",5.9,5.9,,,,,8,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Town Square",37.5008269,-88.6882782,Complete,,,
